user_id,city_location,user_budget_min_lakh,user_budget_max_lakh,user_preferred_body_type,user_fuel_preference,user_transmission_preference,user_seating_capacity,user_monthly_running_km,user_min_ground_clearance_mm,user_min_safety_rating,recommended_brand,recommended_model,body_type,fuel_type,transmission,seating_capacity,safety_rating_stars,ground_clearance_mm,mileage_kmpl_or_range_km,ex_showroom_price_lakh,rto_tax_lakh,insurance_cost_lakh,other_charges_lakh,full_on_road_price_lakh
USR_10330,Patna (Bihar),7.24,9.01,Hatchback,CNG,Manual,5,2500,155,3,Maruti Suzuki,WagonR,Hatchback,CNG,Manual,5,3,165,34.05,6.21,0.68,0.26,0.22,7.37
USR_10331,Jaipur (Rajasthan),48.69,61.82,Luxury SUV,Diesel,Automatic,5,3000,178,5,Mercedes-Benz,GLA,Luxury SUV,Diesel,Automatic,5,5,183,18.9,50.52,6.06,2.12,0.14,58.84
USR_10332,Patna (Bihar),62.64,84.62,Luxury SUV,Petrol,Automatic,5,1200,195,5,Audi,Q5,Luxury SUV,Petrol,Automatic,5,5,200,13.47,61.26,6.74,2.57,0.14,70.71
USR_10333,Ahmedabad (Gujarat),14.23,22.62,Mid SUV,Diesel,Manual,5,2500,228,2,Force Motors,Gurkha,Mid SUV,Diesel,Manual,5,3,233,11.5,16.56,1.32,0.7,0.25,18.83
USR_10334,Kochi (Kerala),25.11,29.64,Full SUV,Diesel,Automatic,7,2000,167,5,Mahindra,Scorpio N,Full SUV,Diesel,Automatic,7,5,187,14.0,19.93,2.99,0.84,0.21,23.97
USR_10335,Lucknow (Uttar Pradesh),62.01,85.83,Luxury Sedan,Petrol,Automatic,5,2000,130,5,BMW,3 Series LWB,Luxury Sedan,Petrol,Automatic,5,5,135,13.02,58.94,5.89,2.48,0.15,67.46
USR_10336,Lucknow (Uttar Pradesh),12.69,17.8,MPV,Petrol,Automatic,7,800,180,3,Kia,Carens,MPV,Petrol,Automatic,7,3,195,16.5,13.25,1.33,0.56,0.2,15.34
USR_10337,Chandigarh,13.3,15.67,Compact SUV,Diesel,Automatic,5,2000,205,2,Kia,Sonet,Compact SUV,Diesel,Automatic,5,3,205,22.3,12.13,0.97,0.51,0.19,13.8
USR_10338,Patna (Bihar),542.28,664.59,Luxury SUV,Petrol,Automatic,5,1200,165,5,Bentley,Bentayga,Luxury SUV,Petrol,Automatic,5,5,180,7.6,536.16,58.98,22.52,0.23,617.89
USR_10339,Kolkata (West Bengal),8.58,12.01,MPV,Petrol,Manual,7,1200,185,2,Maruti Suzuki,Ertiga,MPV,Petrol,Manual,7,3,185,20.51,9.09,0.91,0.38,0.21,10.59
USR_10340,Indore (Madhya Pradesh),57.89,82.15,Luxury Sedan,Petrol,Automatic,5,3000,130,5,Audi,A6,Luxury Sedan,Petrol,Automatic,5,5,135,14.11,66.05,7.93,2.77,0.23,76.98
USR_10341,Patna (Bihar),64.63,103.58,Luxury SUV,Diesel,Automatic,7,1500,212,5,Land Rover,Discovery Sport,Luxury SUV,Diesel,Automatic,7,5,212,13.1,71.77,7.89,3.01,0.15,82.82
USR_10342,Kochi (Kerala),71.69,86.2,Luxury Sedan,Diesel,Automatic,5,2000,137,5,Mercedes-Benz,C-Class,Luxury Sedan,Diesel,Automatic,5,5,157,16.9,57.6,8.64,2.42,0.2,68.86
USR_10343,Patna (Bihar),762.21,939.91,Coupe,Electric,Automatic,4,2500,140,5,Rolls-Royce,Spectre,Coupe,Electric,Automatic,4,5,150,530.0,745.54,37.28,31.31,0.13,814.26
USR_10344,Chennai (Tamil Nadu),674.85,996.09,Luxury Sedan,Petrol,Automatic,5,1500,150,5,Rolls-Royce,Ghost,Luxury Sedan,Petrol,Automatic,5,5,150,6.3,749.41,112.41,31.48,0.13,893.43
USR_10345,Guwahati (Assam),68.81,87.28,Luxury SUV,Strong Hybrid,Automatic,5,2500,211,5,Volvo,XC60,Luxury SUV,Strong Hybrid,Automatic,5,5,216,11.2,71.87,5.75,3.02,0.21,80.85
USR_10346,Chandigarh,46.07,58.27,Full SUV,Diesel,Automatic,7,1200,220,5,Toyota,Fortuner,Full SUV,Diesel,Automatic,7,5,225,10.4,41.02,3.28,1.72,0.12,46.14
USR_10347,Bangalore (Karnataka),6.46,9.84,Hatchback,Petrol,Manual,5,3000,145,2,Hyundai,Grand i10 Nios,Hatchback,Petrol,Manual,5,3,165,20.7,6.18,1.11,0.26,0.2,7.75
USR_10348,Indore (Madhya Pradesh),28.58,37.93,MPV,Electric,Automatic,7,3000,160,5,BYD,e6 / M6,MPV,Electric,Automatic,7,5,170,530.0,30.9,1.54,1.3,0.23,33.97
USR_10349,Bhubaneswar (Odisha),7.86,11.84,Hatchback,Petrol,Automatic,5,2000,150,3,Toyota,Glanza,Hatchback,Petrol,Automatic,5,4,170,22.94,8.52,0.77,0.36,0.17,9.82
USR_10350,Bhubaneswar (Odisha),10.6,13.29,Mid SUV,Petrol,Automatic,5,800,165,4,Citroën,Basalt,Mid SUV,Petrol,Automatic,5,4,180,18.0,10.41,0.94,0.44,0.13,11.92
USR_10351,Ahmedabad (Gujarat),70.67,110.69,Luxury SUV,Petrol,Automatic,7,800,220,5,Audi,Q7,Luxury SUV,Petrol,Automatic,7,5,235,11.21,88.99,7.12,3.74,0.21,100.06
USR_10352,Mumbai (Maharashtra),26.45,34.47,MPV,Strong Hybrid,Automatic,7,2000,170,5,Toyota,Innova Hycross,MPV,Strong Hybrid,Automatic,7,5,185,23.24,27.66,3.6,1.16,0.24,32.66
USR_10353,Bangalore (Karnataka),10.63,15.6,Compact SUV,Petrol,Automatic,5,2500,190,4,Hyundai,Venue,Compact SUV,Petrol,Automatic,5,4,195,18.15,10.52,1.89,0.44,0.21,13.06
USR_10354,Guwahati (Assam),185.17,304.03,Luxury SUV,Diesel,Automatic,5,1500,204,4,Land Rover,Range Rover,Luxury SUV,Diesel,Automatic,5,5,219,10.3,248.99,19.92,10.46,0.2,279.57
USR_10355,Bhubaneswar (Odisha),417.5,661.72,Coupe,Strong Hybrid,Automatic,2,1500,130,4,Ferrari,296 GTB,Coupe,Strong Hybrid,Automatic,2,5,105,14.9,554.95,49.95,23.31,0.15,628.36
USR_10356,Indore (Madhya Pradesh),373.89,489.56,Coupe,Petrol,Automatic,2,3000,130,4,Lamborghini,Huracan Tecnica,Coupe,Petrol,Automatic,2,5,100,7.1,391.37,46.96,16.44,0.12,454.89
USR_10357,Guwahati (Assam),52.26,79.18,Luxury SUV,Strong Hybrid,Automatic,5,800,190,4,Lexus,NX 350h,Luxury SUV,Strong Hybrid,Automatic,5,5,195,17.8,62.35,4.99,2.62,0.21,70.17
USR_10358,Mumbai (Maharashtra),9.68,12.78,Hatchback,Petrol,Automatic,5,1500,170,3,Toyota,Glanza,Hatchback,Petrol,Automatic,5,4,170,22.94,8.83,1.15,0.37,0.15,10.5
USR_10359,Chennai (Tamil Nadu),68.4,97.2,Luxury SUV,Diesel,Automatic,5,800,203,5,Jaguar,F-Pace,Luxury SUV,Diesel,Automatic,5,5,213,12.9,73.9,11.08,3.1,0.23,88.31
USR_10360,Ahmedabad (Gujarat),4.44,5.74,Hatchback,Petrol,Manual,4,500,140,2,Maruti Suzuki,Alto K10,Hatchback,Petrol,Manual,4,2,160,24.39,3.86,0.31,0.16,0.18,4.51
USR_10361,Kochi (Kerala),8.51,11.77,Compact SUV,Electric,Automatic,5,800,170,4,Tata Motors,Punch EV,Compact SUV,Electric,Automatic,5,5,190,421.0,9.43,0.47,0.4,0.19,10.49
USR_10362,Lucknow (Uttar Pradesh),41.58,61.41,Hatchback,Petrol,Automatic,4,3000,143,5,Mini,Cooper S,Hatchback,Petrol,Automatic,4,5,143,16.58,47.27,4.73,1.99,0.22,54.21
USR_10363,Kochi (Kerala),77.77,122.19,Luxury SUV,Petrol,Automatic,5,500,213,5,Land Rover,Range Rover Velar,Luxury SUV,Petrol,Automatic,5,5,213,13.1,92.63,13.89,3.89,0.22,110.63
USR_10364,Kochi (Kerala),150.68,219.88,Coupe,Electric,Automatic,4,2000,130,5,Audi,e-tron GT,Coupe,Electric,Automatic,4,5,120,500.0,180.66,9.03,7.59,0.2,197.48
USR_10365,Kochi (Kerala),21.45,28.27,Full SUV,Petrol,Automatic,7,500,180,5,Mahindra,XUV700,Full SUV,Petrol,Automatic,7,5,200,13.0,22.0,3.3,0.92,0.24,26.46
USR_10366,Guwahati (Assam),11.65,14.84,Mid SUV,Petrol,Automatic,7,1200,200,3,Citroën,C3 Aircross,Mid SUV,Petrol,Automatic,7,3,200,17.6,11.55,0.92,0.49,0.25,13.21
USR_10367,Lucknow (Uttar Pradesh),79.61,124.37,Luxury SUV,Petrol,Automatic,7,2500,215,4,Audi,Q7,Luxury SUV,Petrol,Automatic,7,5,235,11.21,85.88,8.59,3.61,0.24,98.32
USR_10368,Guwahati (Assam),65.39,85.36,Luxury SUV,Strong Hybrid,Automatic,5,1500,185,4,Lexus,NX 350h,Luxury SUV,Strong Hybrid,Automatic,5,5,195,17.8,62.05,4.96,2.61,0.23,69.85
USR_10369,Guwahati (Assam),17.99,27.9,Mid SUV,Strong Hybrid,Automatic,5,500,195,4,Maruti Suzuki,Grand Vitara,Mid SUV,Strong Hybrid,Automatic,5,5,210,27.97,19.41,1.55,0.82,0.21,21.99
USR_10370,Guwahati (Assam),15.34,23.41,Sedan,Strong Hybrid,Automatic,5,1200,150,5,Honda,City e:HEV,Sedan,Strong Hybrid,Automatic,5,5,165,27.1,19.19,1.54,0.81,0.21,21.75
USR_10371,Bhubaneswar (Odisha),9.41,12.84,Hatchback,Petrol,Automatic,5,3000,160,3,Hyundai,i20,Hatchback,Petrol,Automatic,5,3,170,19.65,9.63,0.87,0.4,0.13,11.03
USR_10372,Patna (Bihar),33.47,49.78,Luxury Sedan,Electric,Automatic,5,1200,130,5,BYD,Seal,Luxury Sedan,Electric,Automatic,5,5,145,650.0,41.03,2.05,1.72,0.16,44.96
USR_10373,Delhi,16.43,21.46,Mid SUV,Petrol,Automatic,5,1500,173,5,Skoda,Kushaq,Mid SUV,Petrol,Automatic,5,5,188,18.09,15.16,1.52,0.64,0.12,17.44
USR_10374,Bhubaneswar (Odisha),655.81,781.71,Luxury SUV,Petrol,Automatic,5,800,165,5,Bentley,Bentayga,Luxury SUV,Petrol,Automatic,5,5,180,7.6,534.14,48.07,22.43,0.14,604.78
USR_10375,Lucknow (Uttar Pradesh),6.89,10.81,Compact SUV,Petrol,Automatic,5,1200,200,4,Nissan,Magnite,Compact SUV,Petrol,Automatic,5,4,205,17.4,7.39,0.74,0.31,0.18,8.62
USR_10376,Jaipur (Rajasthan),41.38,55.72,Mid SUV,Electric,Automatic,5,2500,153,4,Hyundai,Ioniq 5,Mid SUV,Electric,Automatic,5,5,163,631.0,48.06,2.4,2.02,0.14,52.62
USR_10377,Delhi,20.67,24.88,Sedan,Strong Hybrid,Automatic,5,500,145,5,Honda,City e:HEV,Sedan,Strong Hybrid,Automatic,5,5,165,27.1,19.08,1.91,0.8,0.24,22.03
USR_10378,Delhi,13.47,20.91,Full SUV,Diesel,Automatic,7,1500,187,5,Mahindra,Scorpio N,Full SUV,Diesel,Automatic,7,5,187,14.0,17.13,1.71,0.72,0.22,19.78
USR_10379,Patna (Bihar),14.08,20.36,Mid SUV,Diesel,Manual,5,500,223,3,Force Motors,Gurkha,Mid SUV,Diesel,Manual,5,3,233,11.5,16.56,1.82,0.7,0.13,19.21
USR_10380,Guwahati (Assam),352.3,558.4,Luxury SUV,Petrol,Automatic,5,800,170,4,Bentley,Bentayga,Luxury SUV,Petrol,Automatic,5,5,180,7.6,465.05,37.2,19.53,0.15,521.93
USR_10381,Indore (Madhya Pradesh),8.99,11.82,Compact SUV,Petrol,Automatic,5,1500,200,4,Renault,Kiger,Compact SUV,Petrol,Automatic,5,4,205,18.24,8.89,1.07,0.37,0.23,10.56
USR_10382,Lucknow (Uttar Pradesh),16.77,21.86,Mid SUV,Electric,Automatic,5,1200,185,5,Tata Motors,Curvv EV,Mid SUV,Electric,Automatic,5,5,190,502.0,17.57,0.88,0.74,0.22,19.41
USR_10383,Chandigarh,66.85,87.26,Luxury Sedan,Petrol,Automatic,5,500,130,5,BMW,5 Series,Luxury Sedan,Petrol,Automatic,5,5,140,15.7,67.41,5.39,2.83,0.24,75.87
USR_10384,Kolkata (West Bengal),5.71,7.76,Compact SUV,Petrol,Manual,5,2500,182,5,Tata Motors,Punch,Compact SUV,Petrol,Manual,5,5,187,20.09,5.68,0.57,0.24,0.25,6.74
USR_10385,Kolkata (West Bengal),56.51,71.84,Luxury SUV,Diesel,Automatic,5,3000,163,4,BMW,X1,Luxury SUV,Diesel,Automatic,5,5,183,20.37,50.39,5.04,2.12,0.25,57.8
USR_10386,Indore (Madhya Pradesh),8.17,13.41,Compact SUV,Petrol,Automatic,5,500,175,4,Hyundai,Venue,Compact SUV,Petrol,Automatic,5,4,195,18.15,10.49,1.26,0.44,0.17,12.36
USR_10387,Jaipur (Rajasthan),9.01,10.74,Sedan,Petrol,Automatic,5,2500,148,5,Maruti Suzuki,Dzire,Sedan,Petrol,Automatic,5,5,163,22.61,8.36,1.0,0.35,0.15,9.86
USR_10388,Guwahati (Assam),18.57,28.33,Sedan,Strong Hybrid,Automatic,5,1200,160,4,Honda,City e:HEV,Sedan,Strong Hybrid,Automatic,5,5,165,27.1,20.73,1.66,0.87,0.22,23.48
USR_10389,Hyderabad (Telangana),68.03,107.92,Luxury Sedan,Petrol,Automatic,5,3000,130,5,BMW,5 Series,Luxury Sedan,Petrol,Automatic,5,5,140,15.7,76.4,10.7,3.21,0.16,90.47
USR_10390,Chandigarh,10.3,12.33,Compact SUV,Electric,Automatic,5,1200,190,5,Tata Motors,Punch EV,Compact SUV,Electric,Automatic,5,5,190,421.0,10.17,0.51,0.43,0.22,11.33
USR_10391,Hyderabad (Telangana),1210.44,1498.8,Luxury SUV,Petrol,Automatic,4,800,180,4,Ferrari,Purosangue,Luxury SUV,Petrol,Automatic,4,5,185,6.8,1003.76,140.53,42.16,0.19,1186.64
USR_10392,Patna (Bihar),747.19,944.35,Coupe,Electric,Automatic,4,800,145,5,Rolls-Royce,Spectre,Coupe,Electric,Automatic,4,5,150,530.0,763.57,38.18,32.07,0.22,834.04
USR_10393,Mumbai (Maharashtra),38.5,61.49,Hatchback,Petrol,Automatic,4,3000,138,4,Mini,Cooper S,Hatchback,Petrol,Automatic,4,5,143,16.58,45.82,5.96,1.92,0.16,53.86
USR_10394,Kochi (Kerala),4.74,5.91,Hatchback,Petrol,Manual,4,1200,155,1,Maruti Suzuki,Alto K10,Hatchback,Petrol,Manual,4,2,160,24.39,4.14,0.62,0.17,0.19,5.12
USR_10395,Guwahati (Assam),20.16,26.8,Sedan,Strong Hybrid,Automatic,5,3000,145,5,Honda,City e:HEV,Sedan,Strong Hybrid,Automatic,5,5,165,27.1,20.95,1.68,0.88,0.19,23.7
USR_10396,Chandigarh,6.25,7.98,Hatchback,Petrol,Manual,5,1500,155,3,Maruti Suzuki,Celerio,Hatchback,Petrol,Manual,5,3,170,25.24,5.77,0.46,0.24,0.24,6.71
USR_10397,Indore (Madhya Pradesh),19.89,23.55,Mid SUV,Strong Hybrid,Automatic,5,1200,190,5,Maruti Suzuki,Grand Vitara,Mid SUV,Strong Hybrid,Automatic,5,5,210,27.97,17.54,2.1,0.74,0.15,20.53
USR_10398,Ahmedabad (Gujarat),15.4,23.74,Mid SUV,Diesel,Automatic,5,1200,175,4,Hyundai,Creta,Mid SUV,Diesel,Automatic,5,4,190,19.1,18.76,1.5,0.79,0.24,21.29
USR_10399,Hyderabad (Telangana),20.26,27.9,Mid SUV,Diesel,Manual,5,3000,192,4,MG Motor,Hector,Mid SUV,Diesel,Manual,5,4,192,15.58,18.31,2.56,0.77,0.22,21.86
USR_10400,Jaipur (Rajasthan),5.46,6.92,Hatchback,CNG,Manual,4,2000,155,2,Maruti Suzuki,Alto K10,Hatchback,CNG,Manual,4,2,160,33.85,5.1,0.61,0.21,0.22,6.14
USR_10401,Guwahati (Assam),57.67,81.41,Luxury Sedan,Strong Hybrid,Automatic,5,3000,140,5,Lexus,ES 300h,Luxury Sedan,Strong Hybrid,Automatic,5,5,150,22.58,59.06,4.72,2.48,0.22,66.48
USR_10402,Jaipur (Rajasthan),5.18,8.44,MPV,Petrol,Manual,7,1500,162,4,Renault,Triber,MPV,Petrol,Manual,7,4,182,20.0,6.21,0.75,0.26,0.2,7.42
USR_10403,Chandigarh,344.12,548.08,Coupe,Petrol,Automatic,2,1500,130,5,Lamborghini,Huracan Tecnica,Coupe,Petrol,Automatic,2,5,100,7.1,421.41,33.71,17.7,0.15,472.97
USR_10404,Patna (Bihar),67.38,89.78,Luxury SUV,Diesel,Automatic,7,2500,212,5,Land Rover,Discovery Sport,Luxury SUV,Diesel,Automatic,7,5,212,13.1,70.15,7.72,2.95,0.14,80.96
USR_10405,Delhi,5.58,8.32,Compact SUV,Petrol,Manual,5,800,177,5,Tata Motors,Punch,Compact SUV,Petrol,Manual,5,5,187,20.09,5.68,0.57,0.24,0.23,6.72
USR_10406,Ahmedabad (Gujarat),43.98,69.32,Luxury SUV,Diesel,Automatic,5,800,183,4,BMW,X1,Luxury SUV,Diesel,Automatic,5,5,183,20.37,49.87,3.99,2.09,0.21,56.16
USR_10407,Chennai (Tamil Nadu),7.27,10.61,Compact SUV,Petrol,Automatic,5,800,170,4,Maruti Suzuki,Fronx,Compact SUV,Petrol,Automatic,5,4,190,22.89,8.3,1.25,0.35,0.15,10.05
USR_10408,Ahmedabad (Gujarat),7.65,11.76,Sedan,Petrol,Automatic,5,500,170,4,Honda,Amaze,Sedan,Petrol,Automatic,5,4,170,18.3,9.66,0.77,0.41,0.2,11.04
USR_10409,Indore (Madhya Pradesh),115.23,190.16,Luxury MPV,Strong Hybrid,Automatic,7,1500,140,4,Toyota,Vellfire,Luxury MPV,Strong Hybrid,Automatic,7,5,160,19.28,127.63,15.32,5.36,0.18,148.49
USR_10410,Jaipur (Rajasthan),6.99,10.95,Compact SUV,Petrol,Manual,5,2000,169,5,Skoda,Kylaq,Compact SUV,Petrol,Manual,5,5,189,18.9,7.29,0.87,0.31,0.14,8.61
USR_10411,Mumbai (Maharashtra),12.13,14.78,Compact SUV,Petrol,Automatic,5,800,191,4,Mahindra,XUV3XO,Compact SUV,Petrol,Automatic,5,5,201,18.2,10.56,1.37,0.44,0.19,12.56
USR_10412,Bhubaneswar (Odisha),9.81,16.27,Mid SUV,Diesel,Manual,4,800,211,4,Mahindra,Thar,Mid SUV,Diesel,Manual,4,4,226,15.2,12.11,1.09,0.51,0.16,13.87
USR_10413,Patna (Bihar),48.96,61.7,Mid SUV,Electric,Automatic,5,800,148,4,Hyundai,Ioniq 5,Mid SUV,Electric,Automatic,5,5,163,631.0,44.97,2.25,1.89,0.13,49.24
USR_10414,Kochi (Kerala),938.08,1189.91,Coupe,Strong Hybrid,Automatic,2,800,130,5,Lamborghini,Revuelto,Coupe,Strong Hybrid,Automatic,2,5,100,9.5,920.22,138.03,38.65,0.18,1097.08
USR_10415,Hyderabad (Telangana),9.53,12.86,Compact SUV,Petrol,Automatic,5,800,185,4,Maruti Suzuki,Fronx,Compact SUV,Petrol,Automatic,5,4,190,22.89,8.8,1.23,0.37,0.2,10.6
USR_10416,Hyderabad (Telangana),23.65,36.26,Full SUV,Diesel,Automatic,5,500,215,3,Isuzu,D-Max V-Cross,Full SUV,Diesel,Automatic,5,4,225,12.4,26.13,3.66,1.1,0.13,31.02
USR_10417,Mumbai (Maharashtra),15.93,19.44,Full SUV,Diesel,Manual,7,2000,209,3,Mahindra,Scorpio Classic,Full SUV,Diesel,Manual,7,3,209,14.0,13.27,1.73,0.56,0.17,15.73
USR_10418,Bangalore (Karnataka),86.57,120.44,Luxury SUV,Strong Hybrid,Automatic,5,1500,185,5,Lexus,RX 500h,Luxury SUV,Strong Hybrid,Automatic,5,5,200,15.1,93.08,16.75,3.91,0.15,113.89
USR_10419,Kochi (Kerala),10.53,16.37,Compact SUV,Petrol,Automatic,5,2000,198,5,Tata Motors,Nexon,Compact SUV,Petrol,Automatic,5,5,208,17.2,11.36,1.7,0.48,0.12,13.66
USR_10420,Patna (Bihar),16.56,23.41,Mid SUV,Electric,Automatic,5,1200,172,5,MG Motor,ZS EV,Mid SUV,Electric,Automatic,5,5,177,461.0,17.9,0.9,0.75,0.14,19.69
USR_10421,Patna (Bihar),10.02,15.45,Mid SUV,Petrol,Automatic,5,2500,170,4,Citroën,Basalt,Mid SUV,Petrol,Automatic,5,4,180,18.0,10.52,1.16,0.44,0.14,12.26
USR_10422,Bhubaneswar (Odisha),7.13,10.28,Hatchback,Petrol,Automatic,5,1500,163,3,Maruti Suzuki,Swift,Hatchback,Petrol,Automatic,5,3,163,25.75,7.32,0.66,0.31,0.14,8.43
USR_10423,Chandigarh,40.71,56.22,Luxury Sedan,Electric,Automatic,5,800,130,5,BYD,Seal,Luxury Sedan,Electric,Automatic,5,5,145,650.0,40.34,2.02,1.69,0.22,44.27
USR_10424,Indore (Madhya Pradesh),10.98,15.92,Mid SUV,Petrol,Automatic,5,1200,180,4,Citroën,Basalt,Mid SUV,Petrol,Automatic,5,4,180,18.0,10.62,1.27,0.45,0.18,12.52
USR_10425,Jaipur (Rajasthan),45.38,59.38,Luxury SUV,Petrol,Automatic,5,2500,165,5,Audi,Q3,Luxury SUV,Petrol,Automatic,5,5,170,14.93,44.23,5.31,1.86,0.14,51.54
USR_10426,Kolkata (West Bengal),47.75,57.25,Luxury Sedan,Petrol,Automatic,5,1200,140,5,Mercedes-Benz,A-Class Limousine,Luxury Sedan,Petrol,Automatic,5,5,140,17.5,46.12,4.61,1.94,0.13,52.8
USR_10427,Lucknow (Uttar Pradesh),122.13,177.77,Luxury Sedan,Petrol,Automatic,5,3000,130,5,Maserati,Ghibli,Luxury Sedan,Petrol,Automatic,5,5,125,9.6,128.76,12.88,5.41,0.16,147.21
USR_10428,Mumbai (Maharashtra),9.17,13.31,Hatchback,Petrol,Automatic,5,1200,170,3,Toyota,Glanza,Hatchback,Petrol,Automatic,5,4,170,22.94,8.76,1.14,0.37,0.22,10.49
USR_10429,Mumbai (Maharashtra),60.09,76.59,Luxury Sedan,Petrol,Automatic,5,1200,130,5,Audi,A6,Luxury Sedan,Petrol,Automatic,5,5,135,14.11,61.0,7.93,2.56,0.17,71.66
USR_10430,Ahmedabad (Gujarat),14.25,19.45,Sedan,Petrol,Automatic,5,800,169,5,Skoda,Slavia,Sedan,Petrol,Automatic,5,5,179,18.73,14.44,1.16,0.61,0.14,16.35
USR_10431,Chandigarh,63.56,89.87,Luxury SUV,Strong Hybrid,Automatic,5,3000,206,5,Volvo,XC60,Luxury SUV,Strong Hybrid,Automatic,5,5,216,11.2,74.1,5.93,3.11,0.17,83.31
USR_10432,Chandigarh,7.83,9.75,Compact SUV,Petrol,Automatic,5,2500,175,4,Hyundai,Exter,Compact SUV,Petrol,Automatic,5,4,185,19.2,8.06,0.64,0.34,0.19,9.23
USR_10433,Patna (Bihar),1189.23,1445.42,Luxury SUV,Petrol,Automatic,4,1200,175,5,Ferrari,Purosangue,Luxury SUV,Petrol,Automatic,4,5,185,6.8,1028.42,113.13,43.19,0.12,1184.86
USR_10434,Kolkata (West Bengal),49.25,65.87,Luxury SUV,Diesel,Automatic,5,2000,183,5,BMW,X1,Luxury SUV,Diesel,Automatic,5,5,183,20.37,47.08,4.71,1.98,0.2,53.97
USR_10435,Lucknow (Uttar Pradesh),50.5,78.14,Luxury Sedan,Petrol,Automatic,5,800,130,4,BMW,3 Series LWB,Luxury Sedan,Petrol,Automatic,5,5,135,13.02,56.86,5.69,2.39,0.17,65.11
USR_10436,Chandigarh,14.06,19.62,Compact SUV,Diesel,Automatic,5,1200,203,5,Tata Motors,Nexon,Compact SUV,Diesel,Automatic,5,5,208,23.2,13.71,1.1,0.58,0.12,15.51
USR_10437,Patna (Bihar),42.09,57.97,Hatchback,Petrol,Automatic,4,1200,138,5,Mini,Cooper S,Hatchback,Petrol,Automatic,4,5,143,16.58,46.84,5.15,1.97,0.21,54.17
USR_10438,Guwahati (Assam),13.12,18.53,Compact SUV,Electric,Automatic,5,3000,170,5,Tata Motors,Nexon EV,Compact SUV,Electric,Automatic,5,5,190,465.0,15.58,0.78,0.65,0.21,17.22
USR_10439,Delhi,9.09,13.66,Compact SUV,Petrol,Automatic,5,2000,185,4,Maruti Suzuki,Fronx,Compact SUV,Petrol,Automatic,5,4,190,22.89,9.27,0.93,0.39,0.2,10.79
USR_10440,Jaipur (Rajasthan),43.43,60.48,Luxury Sedan,Petrol,Automatic,5,2500,132,4,Audi,A4,Luxury Sedan,Petrol,Automatic,5,5,137,17.4,44.13,5.3,1.85,0.16,51.44
USR_10441,Bhubaneswar (Odisha),7.4,10.4,MPV,Petrol,Manual,7,500,175,3,Maruti Suzuki,Ertiga,MPV,Petrol,Manual,7,3,185,20.51,8.05,0.72,0.34,0.19,9.3
USR_10442,Indore (Madhya Pradesh),10.22,15.67,Compact SUV,Petrol,Automatic,5,500,190,4,Hyundai,Venue,Compact SUV,Petrol,Automatic,5,4,195,18.15,10.78,1.29,0.45,0.17,12.69
USR_10443,Delhi,71.15,86.15,Luxury Sedan,Petrol,Automatic,5,2000,130,5,BMW,3 Series LWB,Luxury Sedan,Petrol,Automatic,5,5,135,13.02,59.05,5.9,2.48,0.21,67.64
USR_10444,Bhubaneswar (Odisha),50.69,61.72,Luxury Sedan,Petrol,Automatic,5,2500,130,5,Mercedes-Benz,A-Class Limousine,Luxury Sedan,Petrol,Automatic,5,5,140,17.5,44.42,4.0,1.87,0.2,50.49
USR_10445,Bangalore (Karnataka),7.37,9.33,Hatchback,Petrol,Manual,5,500,165,4,Tata Motors,Tiago,Hatchback,Petrol,Manual,5,4,170,20.01,6.02,1.08,0.25,0.13,7.48
USR_10446,Indore (Madhya Pradesh),11.93,17.03,Compact SUV,Petrol,Automatic,4,1500,190,4,Maruti Suzuki,Jimny,Compact SUV,Petrol,Automatic,4,4,210,16.39,12.91,1.55,0.54,0.2,15.2
USR_10447,Jaipur (Rajasthan),39.82,57.5,Luxury Sedan,Petrol,Automatic,5,2500,132,5,Audi,A4,Luxury Sedan,Petrol,Automatic,5,5,137,17.4,43.92,5.27,1.84,0.21,51.24
USR_10448,Guwahati (Assam),30.62,39.3,MPV,Strong Hybrid,Automatic,7,1500,165,5,Toyota,Innova Hycross,MPV,Strong Hybrid,Automatic,7,5,185,23.24,27.51,2.2,1.16,0.17,31.04
USR_10449,Kochi (Kerala),7.58,10.08,MPV,Petrol,Manual,7,2500,177,4,Renault,Triber,MPV,Petrol,Manual,7,4,182,20.0,6.83,1.02,0.29,0.23,8.37
USR_10450,Chennai (Tamil Nadu),137.57,183.39,Luxury Sedan,Electric,Automatic,5,1500,130,5,Mercedes-Benz,EQS,Luxury Sedan,Electric,Automatic,5,5,134,857.0,151.29,7.56,6.35,0.23,165.43
USR_10451,Jaipur (Rajasthan),7.41,11.75,Compact SUV,Petrol,Automatic,5,3000,200,3,Nissan,Magnite,Compact SUV,Petrol,Automatic,5,4,205,17.4,8.45,1.01,0.35,0.14,9.95
USR_10452,Jaipur (Rajasthan),935.65,1239.98,Coupe,Strong Hybrid,Automatic,2,500,130,5,Lamborghini,Revuelto,Coupe,Strong Hybrid,Automatic,2,5,100,9.5,873.43,104.81,36.68,0.24,1015.16
USR_10453,Kolkata (West Bengal),6.35,7.69,Hatchback,Petrol,Manual,5,1500,150,3,Hyundai,Grand i10 Nios,Hatchback,Petrol,Manual,5,3,165,20.7,5.94,0.59,0.25,0.18,6.96
